Schedule_ID,Train_ID,Train_Number,Station_Code,Station_Name,Arrival_Time,Departure_Time,Halt_Minutes,Day_Number,Distance_From_Source,Sequence_Number
5310,310,12310,NC04,Prayagraj Junction 4,15:19,15:24,10,4,712,30
5311,311,12311,NE03,Gorakhpur Junction 3,18:30,18:36,6,5,1229,1
5312,312,12312,NF02,Guwahati Junction 2,21:41,21:55,3,6,1456,2
5313,313,12313,NW01,Jaipur Junction 1,00:52,00:06,12,7,2156,3
5314,314,12314,NW08,Jaipur Junction 8,03:03,03:05,7,1,940,4
5315,315,12315,SC07,Secunderabad Junction 7,06:14,06:23,6,2,557,5
5316,316,12316,SE06,Bilaspur Junction 6,09:25,09:38,5,3,2098,6
5317,317,12317,SE05,Kolkata Junction 5,12:36,12:38,7,4,1340,7
5318,318,12318,SW04,Hubballi Junction 4,15:47,15:02,12,5,31,8
5319,319,12319,SR03,Chennai Junction 3,18:58,18:10,6,6,1891,9
5320,320,12320,WC02,Jabalpur Junction 2,21:09,21:21,4,7,792,10
5321,321,12321,WR01,Mumbai Junction 1,00:20,00:33,14,1,1327,11
5322,322,12322,WR08,Mumbai Junction 8,03:31,03:36,7,2,1750,12
5323,323,12323,CR07,Mumbai Junction 7,06:42,06:52,4,3,628,13
5324,324,12324,ER06,Kolkata Junction 6,09:53,09:57,8,4,980,14
5325,325,12325,EC05,Hajipur Junction 5,12:04,12:13,15,5,1433,15
5326,326,12326,EC04,Bhubaneswar Junction 4,15:15,15:25,7,6,1397,16
5327,327,12327,NR03,New Delhi Junction 3,18:26,18:41,2,7,769,17
5328,328,12328,NC02,Prayagraj Junction 2,21:37,21:39,4,1,147,18
5329,329,12329,NE01,Gorakhpur Junction 1,00:48,00:58,13,2,2068,19
5330,330,12330,NE08,Gorakhpur Junction 8,03:59,03:04,11,3,723,20
5331,331,12331,NF07,Guwahati Junction 7,06:10,06:16,10,4,1493,21
5332,332,12332,NW06,Jaipur Junction 6,09:21,09:31,3,5,903,22
5333,333,12333,SC05,Secunderabad Junction 5,12:32,12:37,2,6,89,23
5334,334,12334,SE04,Bilaspur Junction 4,15:43,15:51,3,7,1625,24
5335,335,12335,SE03,Kolkata Junction 3,18:54,18:56,5,1,2168,25
5336,336,12336,SW02,Hubballi Junction 2,21:05,21:16,9,2,33,26
5337,337,12337,SR01,Chennai Junction 1,00:16,00:18,14,3,1758,27
5338,338,12338,SR08,Chennai Junction 8,03:27,03:42,13,4,5,28
5339,339,12339,WC07,Jabalpur Junction 7,06:38,06:51,8,5,1523,29
5340,340,12340,WR06,Mumbai Junction 6,09:49,09:56,12,6,1852,30
5341,341,12341,CR05,Mumbai Junction 5,12:00,12:15,9,7,613,1
5342,342,12342,ER04,Kolkata Junction 4,15:11,15:21,8,1,445,2
5343,343,12343,EC03,Hajipur Junction 3,18:22,18:34,3,2,886,3
5344,344,12344,EC02,Bhubaneswar Junction 2,21:33,21:44,14,3,1365,4
5345,345,12345,NR01,New Delhi Junction 1,00:44,00:59,13,4,519,5
5346,346,12346,NR08,New Delhi Junction 8,03:55,03:08,6,5,1388,6
5347,347,12347,NC07,Prayagraj Junction 7,06:06,06:10,9,6,1494,7
5348,348,12348,NE06,Gorakhpur Junction 6,09:17,09:31,15,7,1762,8
5349,349,12349,NF05,Guwahati Junction 5,12:28,12:37,14,1,233,9
5350,350,12350,NW04,Jaipur Junction 4,15:39,15:54,4,2,887,10
5351,351,12351,SC03,Secunderabad Junction 3,18:50,18:04,12,3,1869,11
5352,352,12352,SE02,Bilaspur Junction 2,21:01,21:12,10,4,383,12
5353,353,12353,SE01,Kolkata Junction 1,00:12,00:27,10,5,1470,13
5354,354,12354,SE08,Kolkata Junction 8,03:23,03:30,15,6,991,14
5355,355,12355,SW07,Hubballi Junction 7,06:34,06:38,4,7,1536,15
5356,356,12356,SR06,Chennai Junction 6,09:45,09:57,4,1,1535,16
5357,357,12357,WC05,Jabalpur Junction 5,12:56,12:11,9,2,2135,17
5358,358,12358,WR04,Mumbai Junction 4,15:07,15:11,7,3,1225,18
5359,359,12359,CR03,Mumbai Junction 3,18:18,18:25,3,4,1008,19
5360,360,12360,ER02,Kolkata Junction 2,21:29,21:35,4,5,819,20
5361,361,12361,EC01,Hajipur Junction 1,00:40,00:47,14,6,1081,21
5362,362,12362,EC08,Hajipur Junction 8,03:51,03:58,7,7,1316,22
5363,363,12363,EC07,Bhubaneswar Junction 7,06:02,06:07,14,1,921,23
5364,364,12364,NR06,New Delhi Junction 6,09:13,09:20,2,2,1944,24
5365,365,12365,NC05,Prayagraj Junction 5,12:24,12:32,3,3,377,25
5366,366,12366,NE04,Gorakhpur Junction 4,15:35,15:42,12,4,208,26
5367,367,12367,NF03,Guwahati Junction 3,18:46,18:49,9,5,1097,27
5368,368,12368,NW02,Jaipur Junction 2,21:57,21:12,12,6,1445,28
5369,369,12369,SC01,Secunderabad Junction 1,00:08,00:14,10,7,1285,29
5370,370,12370,SC08,Secunderabad Junction 8,03:19,03:24,7,1,2048,30
5371,371,12371,SE07,Bilaspur Junction 7,06:30,06:39,8,2,1752,1
5372,372,12372,SE06,Kolkata Junction 6,09:41,09:46,5,3,2172,2
5373,373,12373,SW05,Hubballi Junction 5,12:52,12:05,7,4,2081,3
5374,374,12374,SR04,Chennai Junction 4,15:03,15:10,11,5,76,4
5375,375,12375,WC03,Jabalpur Junction 3,18:14,18:25,4,6,531,5
5376,376,12376,WR02,Mumbai Junction 2,21:25,21:38,4,7,1061,6
5377,377,12377,CR01,Mumbai Junction 1,00:36,00:50,15,1,976,7
5378,378,12378,CR08,Mumbai Junction 8,03:47,03:50,6,2,1355,8
5379,379,12379,ER07,Kolkata Junction 7,06:58,06:04,12,3,2183,9
5380,380,12380,EC06,Hajipur Junction 6,09:09,09:19,10,4,1165,10
5381,381,12381,EC05,Bhubaneswar Junction 5,12:20,12:24,10,5,2050,11
5382,382,12382,NR04,New Delhi Junction 4,15:31,15:42,12,6,1899,12
5383,383,12383,NC03,Prayagraj Junction 3,18:42,18:49,6,7,2133,13
5384,384,12384,NE02,Gorakhpur Junction 2,21:53,21:01,12,1,1399,14
5385,385,12385,NF01,Guwahati Junction 1,00:04,00:07,6,2,717,15
5386,386,12386,NF08,Guwahati Junction 8,03:15,03:19,12,3,2125,16
5387,387,12387,NW07,Jaipur Junction 7,06:26,06:41,4,4,988,17
5388,388,12388,SC06,Secunderabad Junction 6,09:37,09:42,2,5,1361,18
5389,389,12389,SE05,Bilaspur Junction 5,12:48,12:02,3,6,1412,19
5390,390,12390,SE04,Kolkata Junction 4,15:59,15:01,13,7,140,20
5391,391,12391,SW03,Hubballi Junction 3,18:10,18:18,3,1,906,21
5392,392,12392,SR02,Chennai Junction 2,21:21,21:29,9,2,1824,22
5393,393,12393,WC01,Jabalpur Junction 1,00:32,00:47,6,3,2031,23
5394,394,12394,WC08,Jabalpur Junction 8,03:43,03:50,3,4,1320,24
5395,395,12395,WR07,Mumbai Junction 7,06:54,06:06,6,5,1297,25
5396,396,12396,CR06,Mumbai Junction 6,09:05,09:13,4,6,849,26
5397,397,12397,ER05,Kolkata Junction 5,12:16,12:23,6,7,2013,27
5398,398,12398,EC04,Hajipur Junction 4,15:27,15:34,10,1,24,28
5399,399,12399,EC03,Bhubaneswar Junction 3,18:38,18:44,14,2,1963,29
5400,400,12400,NR02,New Delhi Junction 2,21:49,21:04,2,3,1897,30
5401,401,12401,NC01,Prayagraj Junction 1,00:00,00:05,2,4,203,1
5402,402,12402,NC08,Prayagraj Junction 8,03:11,03:23,10,5,1260,2
5403,403,12403,NE07,Gorakhpur Junction 7,06:22,06:36,3,6,181,3
5404,404,12404,NF06,Guwahati Junction 6,09:33,09:48,10,7,1707,4
5405,405,12405,NW05,Jaipur Junction 5,12:44,12:53,4,1,1149,5
5406,406,12406,SC04,Secunderabad Junction 4,15:55,15:10,3,2,277,6
5407,407,12407,SE03,Bilaspur Junction 3,18:06,18:12,8,3,1383,7
5408,408,12408,SE02,Kolkata Junction 2,21:17,21:21,15,4,330,8
5409,409,12409,SW01,Hubballi Junction 1,00:28,00:32,15,5,828,9
5410,410,12410,SW08,Hubballi Junction 8,03:39,03:49,8,6,570,10
5411,411,12411,SR07,Chennai Junction 7,06:50,06:59,12,7,25,11
5412,412,12412,WC06,Jabalpur Junction 6,09:01,09:15,4,1,2018,12
5413,413,12413,WR05,Mumbai Junction 5,12:12,12:27,15,2,1431,13
5414,414,12414,CR04,Mumbai Junction 4,15:23,15:37,14,3,1405,14
5415,415,12415,ER03,Kolkata Junction 3,18:34,18:48,6,4,1836,15
5416,416,12416,EC02,Hajipur Junction 2,21:45,21:59,10,5,269,16
5417,417,12417,EC01,Bhubaneswar Junction 1,00:56,00:00,4,6,1172,17
5418,418,12418,EC08,Bhubaneswar Junction 8,03:07,03:15,13,7,624,18
5419,419,12419,NR07,New Delhi Junction 7,06:18,06:22,10,1,305,19
5420,420,12420,NC06,Prayagraj Junction 6,09:29,09:43,3,2,1080,20
5421,421,12421,NE05,Gorakhpur Junction 5,12:40,12:55,9,3,1778,21
5422,422,12422,NF04,Guwahati Junction 4,15:51,15:58,12,4,1556,22
5423,423,12423,NW03,Jaipur Junction 3,18:02,18:11,3,5,2136,23
5424,424,12424,SC02,Secunderabad Junction 2,21:13,21:15,6,6,1410,24
5425,425,12425,SE01,Bilaspur Junction 1,00:24,00:36,9,7,882,25
5426,426,12426,SE08,Bilaspur Junction 8,03:35,03:42,15,1,734,26
5427,427,12427,SE07,Kolkata Junction 7,06:46,06:59,2,2,1450,27
5428,428,12428,SW06,Hubballi Junction 6,09:57,09:08,11,3,927,28
5429,429,12429,SR05,Chennai Junction 5,12:08,12:19,8,4,1306,29
5430,430,12430,WC04,Jabalpur Junction 4,15:19,15:33,11,5,1622,30
5431,431,12431,WR03,Mumbai Junction 3,18:30,18:45,5,6,1293,1
5432,432,12432,CR02,Mumbai Junction 2,21:41,21:52,11,7,290,2
5433,433,12433,ER01,Kolkata Junction 1,00:52,00:04,4,1,899,3
5434,434,12434,ER08,Kolkata Junction 8,03:03,03:14,5,2,276,4
5435,435,12435,EC07,Hajipur Junction 7,06:14,06:25,5,3,1817,5
5436,436,12436,EC06,Bhubaneswar Junction 6,09:25,09:39,6,4,1624,6
5437,437,12437,NR05,New Delhi Junction 5,12:36,12:41,15,5,540,7
5438,438,12438,NC04,Prayagraj Junction 4,15:47,15:01,13,6,687,8
5439,439,12439,NE03,Gorakhpur Junction 3,18:58,18:11,10,7,1473,9
5440,440,12440,NF02,Guwahati Junction 2,21:09,21:16,5,1,1533,10
5441,441,12441,NW01,Jaipur Junction 1,00:20,00:22,6,2,311,11
5442,442,12442,NW08,Jaipur Junction 8,03:31,03:33,2,3,206,12
5443,443,12443,SC07,Secunderabad Junction 7,06:42,06:57,12,4,2176,13
5444,444,12444,SE06,Bilaspur Junction 6,09:53,09:56,15,5,1318,14
5445,445,12445,SE05,Kolkata Junction 5,12:04,12:17,14,6,576,15
5446,446,12446,SW04,Hubballi Junction 4,15:15,15:27,11,7,909,16
5447,447,12447,SR03,Chennai Junction 3,18:26,18:34,4,1,407,17
5448,448,12448,WC02,Jabalpur Junction 2,21:37,21:51,12,2,1246,18
5449,449,12449,WR01,Mumbai Junction 1,00:48,00:59,7,3,549,19
5450,450,12450,WR08,Mumbai Junction 8,03:59,03:14,15,4,473,20
5451,451,12451,CR07,Mumbai Junction 7,06:10,06:23,8,5,1557,21
5452,452,12452,ER06,Kolkata Junction 6,09:21,09:24,8,6,274,22
5453,453,12453,EC05,Hajipur Junction 5,12:32,12:45,7,7,580,23
5454,454,12454,EC04,Bhubaneswar Junction 4,15:43,15:54,15,1,745,24
5455,455,12455,NR03,New Delhi Junction 3,18:54,18:06,11,2,1077,25
5456,456,12456,NC02,Prayagraj Junction 2,21:05,21:18,3,3,1930,26
5457,457,12457,NE01,Gorakhpur Junction 1,00:16,00:23,2,4,2176,27
5458,458,12458,NE08,Gorakhpur Junction 8,03:27,03:39,13,5,323,28
5459,459,12459,NF07,Guwahati Junction 7,06:38,06:50,11,6,1986,29
5460,460,12460,NW06,Jaipur Junction 6,09:49,09:56,14,7,1557,30
5461,461,12461,SC05,Secunderabad Junction 5,12:00,12:05,4,1,1987,1
5462,462,12462,SE04,Bilaspur Junction 4,15:11,15:22,3,2,276,2
5463,463,12463,SE03,Kolkata Junction 3,18:22,18:35,4,3,481,3
5464,464,12464,SW02,Hubballi Junction 2,21:33,21:43,14,4,740,4
5465,465,12465,SR01,Chennai Junction 1,00:44,00:55,11,5,1320,5
5466,466,12466,SR08,Chennai Junction 8,03:55,03:06,5,6,1367,6
5467,467,12467,WC07,Jabalpur Junction 7,06:06,06:08,12,7,1743,7
5468,468,12468,WR06,Mumbai Junction 6,09:17,09:30,2,1,2005,8
5469,469,12469,CR05,Mumbai Junction 5,12:28,12:36,3,2,1175,9
5470,470,12470,ER04,Kolkata Junction 4,15:39,15:49,7,3,1647,10
5471,471,12471,EC03,Hajipur Junction 3,18:50,18:59,5,4,1364,11
5472,472,12472,EC02,Bhubaneswar Junction 2,21:01,21:06,3,5,587,12
5473,473,12473,NR01,New Delhi Junction 1,00:12,00:26,10,6,699,13
5474,474,12474,NR08,New Delhi Junction 8,03:23,03:30,14,7,1465,14
5475,475,12475,NC07,Prayagraj Junction 7,06:34,06:46,10,1,2182,15
5476,476,12476,NE06,Gorakhpur Junction 6,09:45,09:56,7,2,555,16
5477,477,12477,NF05,Guwahati Junction 5,12:56,12:58,12,3,2052,17
5478,478,12478,NW04,Jaipur Junction 4,15:07,15:18,8,4,287,18
5479,479,12479,SC03,Secunderabad Junction 3,18:18,18:29,4,5,1368,19
5480,480,12480,SE02,Bilaspur Junction 2,21:29,21:35,14,6,2059,20
5481,481,12481,SE01,Kolkata Junction 1,00:40,00:45,6,7,2028,21
5482,482,12482,SE08,Kolkata Junction 8,03:51,03:53,9,1,311,22
5483,483,12483,SW07,Hubballi Junction 7,06:02,06:10,2,2,309,23
5484,484,12484,SR06,Chennai Junction 6,09:13,09:20,2,3,1753,24
5485,485,12485,WC05,Jabalpur Junction 5,12:24,12:34,8,4,1039,25
5486,486,12486,WR04,Mumbai Junction 4,15:35,15:48,13,5,104,26
5487,487,12487,CR03,Mumbai Junction 3,18:46,18:57,8,6,1722,27
5488,488,12488,ER02,Kolkata Junction 2,21:57,21:10,11,7,1484,28
5489,489,12489,EC01,Hajipur Junction 1,00:08,00:12,13,1,1541,29
5490,490,12490,EC08,Hajipur Junction 8,03:19,03:24,5,2,1101,30
5491,491,12491,EC07,Bhubaneswar Junction 7,06:30,06:36,11,3,894,1
5492,492,12492,NR06,New Delhi Junction 6,09:41,09:45,7,4,1794,2
5493,493,12493,NC05,Prayagraj Junction 5,12:52,12:05,6,5,1750,3
5494,494,12494,NE04,Gorakhpur Junction 4,15:03,15:06,15,6,1684,4
5495,495,12495,NF03,Guwahati Junction 3,18:14,18:16,11,7,1086,5
5496,496,12496,NW02,Jaipur Junction 2,21:25,21:39,5,1,1962,6
5497,497,12497,SC01,Secunderabad Junction 1,00:36,00:50,5,2,951,7
5498,498,12498,SC08,Secunderabad Junction 8,03:47,03:57,5,3,2198,8
5499,499,12499,SE07,Bilaspur Junction 7,06:58,06:02,5,4,1101,9
5500,500,12500,SE06,Kolkata Junction 6,09:09,09:17,2,5,2002,10
5501,501,12501,SW05,Hubballi Junction 5,12:20,12:25,3,6,1142,11
5502,502,12502,SR04,Chennai Junction 4,15:31,15:45,2,7,1073,12
5503,503,12503,WC03,Jabalpur Junction 3,18:42,18:56,14,1,375,13
5504,504,12504,WR02,Mumbai Junction 2,21:53,21:03,13,2,1477,14
5505,505,12505,CR01,Mumbai Junction 1,00:04,00:15,12,3,997,15
5506,506,12506,CR08,Mumbai Junction 8,03:15,03:17,10,4,1381,16
5507,507,12507,ER07,Kolkata Junction 7,06:26,06:39,14,5,743,17
5508,508,12508,EC06,Hajipur Junction 6,09:37,09:52,2,6,2130,18
5509,509,12509,EC05,Bhubaneswar Junction 5,12:48,12:51,11,7,1503,19
5510,510,12510,NR04,New Delhi Junction 4,15:59,15:09,15,1,1215,20
5511,511,12511,NC03,Prayagraj Junction 3,18:10,18:13,10,2,639,21
5512,512,12512,NE02,Gorakhpur Junction 2,21:21,21:31,7,3,93,22
5513,513,12513,NF01,Guwahati Junction 1,00:32,00:42,3,4,721,23
5514,514,12514,NF08,Guwahati Junction 8,03:43,03:53,14,5,691,24
5515,515,12515,NW07,Jaipur Junction 7,06:54,06:00,6,6,1265,25
5516,516,12516,SC06,Secunderabad Junction 6,09:05,09:09,9,7,1762,26
5517,517,12517,SE05,Bilaspur Junction 5,12:16,12:19,15,1,1169,27
5518,518,12518,SE04,Kolkata Junction 4,15:27,15:37,10,2,2079,28
5519,519,12519,SW03,Hubballi Junction 3,18:38,18:49,14,3,629,29
5520,520,12520,SR02,Chennai Junction 2,21:49,21:54,11,4,337,30
5521,521,12521,WC01,Jabalpur Junction 1,00:00,00:03,4,5,596,1
5522,522,12522,WC08,Jabalpur Junction 8,03:11,03:14,12,6,1282,2
5523,523,12523,WR07,Mumbai Junction 7,06:22,06:26,5,7,2045,3
5524,524,12524,CR06,Mumbai Junction 6,09:33,09:47,3,1,1349,4
5525,525,12525,ER05,Kolkata Junction 5,12:44,12:50,7,2,1319,5
5526,526,12526,EC04,Hajipur Junction 4,15:55,15:10,10,3,2097,6
5527,527,12527,EC03,Bhubaneswar Junction 3,18:06,18:19,12,4,1738,7
5528,528,12528,NR02,New Delhi Junction 2,21:17,21:30,5,5,2149,8
5529,529,12529,NC01,Prayagraj Junction 1,00:28,00:42,10,6,1564,9
5530,530,12530,NC08,Prayagraj Junction 8,03:39,03:53,4,7,142,10
5531,531,12531,NE07,Gorakhpur Junction 7,06:50,06:05,9,1,1588,11
5532,532,12532,NF06,Guwahati Junction 6,09:01,09:10,9,2,82,12
5533,533,12533,NW05,Jaipur Junction 5,12:12,12:18,3,3,951,13
5534,534,12534,SC04,Secunderabad Junction 4,15:23,15:25,13,4,646,14
5535,535,12535,SE03,Bilaspur Junction 3,18:34,18:46,2,5,73,15
5536,536,12536,SE02,Kolkata Junction 2,21:45,21:52,13,6,1788,16
5537,537,12537,SW01,Hubballi Junction 1,00:56,00:05,10,7,1515,17
5538,538,12538,SW08,Hubballi Junction 8,03:07,03:18,12,1,69,18
5539,539,12539,SR07,Chennai Junction 7,06:18,06:26,13,2,967,19
5540,540,12540,WC06,Jabalpur Junction 6,09:29,09:33,11,3,665,20
5541,541,12541,WR05,Mumbai Junction 5,12:40,12:49,9,4,1531,21
5542,542,12542,CR04,Mumbai Junction 4,15:51,15:06,11,5,2195,22
5543,543,12543,ER03,Kolkata Junction 3,18:02,18:04,12,6,917,23
5544,544,12544,EC02,Hajipur Junction 2,21:13,21:25,3,7,1160,24
5545,545,12545,EC01,Bhubaneswar Junction 1,00:24,00:26,11,1,476,25
5546,546,12546,EC08,Bhubaneswar Junction 8,03:35,03:39,3,2,592,26
5547,547,12547,NR07,New Delhi Junction 7,06:46,06:01,15,3,176,27
5548,548,12548,NC06,Prayagraj Junction 6,09:57,09:12,10,4,710,28
5549,549,12549,NE05,Gorakhpur Junction 5,12:08,12:23,5,5,399,29
5550,550,12550,NF04,Guwahati Junction 4,15:19,15:24,4,6,1066,30
5551,551,12551,NW03,Jaipur Junction 3,18:30,18:33,5,7,816,1
5552,552,12552,SC02,Secunderabad Junction 2,21:41,21:52,14,1,164,2
5553,553,12553,SE01,Bilaspur Junction 1,00:52,00:02,3,2,2179,3
5554,554,12554,SE08,Bilaspur Junction 8,03:03,03:08,13,3,1710,4
5555,555,12555,SE07,Kolkata Junction 7,06:14,06:20,6,4,697,5
5556,556,12556,SW06,Hubballi Junction 6,09:25,09:33,8,5,1444,6
5557,557,12557,SR05,Chennai Junction 5,12:36,12:44,13,6,1026,7
5558,558,12558,WC04,Jabalpur Junction 4,15:47,15:53,6,7,1608,8
5559,559,12559,WR03,Mumbai Junction 3,18:58,18:01,6,1,685,9
5560,560,12560,CR02,Mumbai Junction 2,21:09,21:20,3,2,991,10
5561,561,12561,ER01,Kolkata Junction 1,00:20,00:31,14,3,962,11
5562,562,12562,ER08,Kolkata Junction 8,03:31,03:46,10,4,1703,12
5563,563,12563,EC07,Hajipur Junction 7,06:42,06:47,14,5,570,13
5564,564,12564,EC06,Bhubaneswar Junction 6,09:53,09:56,3,6,1439,14
5565,565,12565,NR05,New Delhi Junction 5,12:04,12:14,4,7,1933,15
5566,566,12566,NC04,Prayagraj Junction 4,15:15,15:20,10,1,1150,16
5567,567,12567,NE03,Gorakhpur Junction 3,18:26,18:36,12,2,2040,17
5568,568,12568,NF02,Guwahati Junction 2,21:37,21:49,14,3,1912,18
5569,569,12569,NW01,Jaipur Junction 1,00:48,00:55,9,4,435,19
5570,570,12570,NW08,Jaipur Junction 8,03:59,03:13,15,5,1953,20
5571,571,12571,SC07,Secunderabad Junction 7,06:10,06:22,13,6,1746,21
5572,572,12572,SE06,Bilaspur Junction 6,09:21,09:26,5,7,1169,22
5573,573,12573,SE05,Kolkata Junction 5,12:32,12:39,12,1,1619,23
5574,574,12574,SW04,Hubballi Junction 4,15:43,15:58,13,2,25,24
5575,575,12575,SR03,Chennai Junction 3,18:54,18:00,6,3,1393,25
5576,576,12576,WC02,Jabalpur Junction 2,21:05,21:11,15,4,634,26
5577,577,12577,WR01,Mumbai Junction 1,00:16,00:24,13,5,807,27
5578,578,12578,WR08,Mumbai Junction 8,03:27,03:29,6,6,790,28
5579,579,12579,CR07,Mumbai Junction 7,06:38,06:48,11,7,1207,29
5580,580,12580,ER06,Kolkata Junction 6,09:49,09:56,9,1,316,30
5581,581,12581,EC05,Hajipur Junction 5,12:00,12:04,10,2,1903,1
5582,582,12582,EC04,Bhubaneswar Junction 4,15:11,15:20,2,3,2160,2
5583,583,12583,NR03,New Delhi Junction 3,18:22,18:28,12,4,1974,3
5584,584,12584,NC02,Prayagraj Junction 2,21:33,21:48,3,5,409,4
5585,585,12585,NE01,Gorakhpur Junction 1,00:44,00:55,12,6,1836,5
5586,586,12586,NE08,Gorakhpur Junction 8,03:55,03:04,4,7,1567,6
5587,587,12587,NF07,Guwahati Junction 7,06:06,06:17,8,1,1402,7
5588,588,12588,NW06,Jaipur Junction 6,09:17,09:21,13,2,100,8
5589,589,12589,SC05,Secunderabad Junction 5,12:28,12:41,13,3,1512,9
5590,590,12590,SE04,Bilaspur Junction 4,15:39,15:52,14,4,357,10
5591,591,12591,SE03,Kolkata Junction 3,18:50,18:59,11,5,2073,11
5592,592,12592,SW02,Hubballi Junction 2,21:01,21:13,10,6,1226,12
5593,593,12593,SR01,Chennai Junction 1,00:12,00:16,6,7,953,13
5594,594,12594,SR08,Chennai Junction 8,03:23,03:37,14,1,1413,14
5595,595,12595,WC07,Jabalpur Junction 7,06:34,06:37,12,2,1009,15
5596,596,12596,WR06,Mumbai Junction 6,09:45,09:56,8,3,1586,16
5597,597,12597,CR05,Mumbai Junction 5,12:56,12:01,4,4,483,17
5598,598,12598,ER04,Kolkata Junction 4,15:07,15:21,3,5,628,18
5599,599,12599,EC03,Hajipur Junction 3,18:18,18:24,13,6,790,19
5600,600,12600,EC02,Bhubaneswar Junction 2,21:29,21:43,15,7,1432,20
5601,601,12601,NR01,New Delhi Junction 1,00:40,00:46,10,1,1472,21
5602,602,12602,NR08,New Delhi Junction 8,03:51,03:54,13,2,959,22
5603,603,12603,NC07,Prayagraj Junction 7,06:02,06:15,10,3,1893,23
5604,604,12604,NE06,Gorakhpur Junction 6,09:13,09:16,2,4,245,24
5605,605,12605,NF05,Guwahati Junction 5,12:24,12:38,15,5,2197,25
5606,606,12606,NW04,Jaipur Junction 4,15:35,15:41,5,6,769,26
5607,607,12607,SC03,Secunderabad Junction 3,18:46,18:59,5,7,1204,27
5608,608,12608,SE02,Bilaspur Junction 2,21:57,21:08,7,1,1040,28
5609,609,12609,SE01,Kolkata Junction 1,00:08,00:19,13,2,417,29
5610,610,12610,SE08,Kolkata Junction 8,03:19,03:28,4,3,33,30
5611,611,12611,SW07,Hubballi Junction 7,06:30,06:41,8,4,570,1
5612,612,12612,SR06,Chennai Junction 6,09:41,09:43,15,5,1818,2
5613,613,12613,WC05,Jabalpur Junction 5,12:52,12:07,3,6,30,3
5614,614,12614,WR04,Mumbai Junction 4,15:03,15:08,3,7,1011,4
5615,615,12615,CR03,Mumbai Junction 3,18:14,18:25,4,1,872,5
5616,616,12616,ER02,Kolkata Junction 2,21:25,21:34,6,2,1013,6
5617,617,12617,EC01,Hajipur Junction 1,00:36,00:46,15,3,682,7
5618,618,12618,EC08,Hajipur Junction 8,03:47,03:50,14,4,1268,8
5619,619,12619,EC07,Bhubaneswar Junction 7,06:58,06:06,12,5,2158,9
5620,620,12620,NR06,New Delhi Junction 6,09:09,09:12,14,6,1400,10
5621,621,12621,NC05,Prayagraj Junction 5,12:20,12:30,14,7,669,11
5622,622,12622,NE04,Gorakhpur Junction 4,15:31,15:44,9,1,2057,12
5623,623,12623,NF03,Guwahati Junction 3,18:42,18:50,12,2,1094,13
5624,624,12624,NW02,Jaipur Junction 2,21:53,21:00,7,3,2024,14
5625,625,12625,SC01,Secunderabad Junction 1,00:04,00:17,5,4,1904,15
5626,626,12626,SC08,Secunderabad Junction 8,03:15,03:25,3,5,1684,16
5627,627,12627,SE07,Bilaspur Junction 7,06:26,06:30,14,6,999,17
5628,628,12628,SE06,Kolkata Junction 6,09:37,09:51,8,7,186,18
5629,629,12629,SW05,Hubballi Junction 5,12:48,12:00,12,1,665,19
5630,630,12630,SR04,Chennai Junction 4,15:59,15:03,14,2,1714,20
5631,631,12631,WC03,Jabalpur Junction 3,18:10,18:16,11,3,529,21
5632,632,12632,WR02,Mumbai Junction 2,21:21,21:25,11,4,1832,22
5633,633,12633,CR01,Mumbai Junction 1,00:32,00:46,8,5,315,23
5634,634,12634,CR08,Mumbai Junction 8,03:43,03:52,11,6,2137,24
5635,635,12635,ER07,Kolkata Junction 7,06:54,06:57,11,7,1127,25
5636,636,12636,EC06,Hajipur Junction 6,09:05,09:15,3,1,36,26
5637,637,12637,EC05,Bhubaneswar Junction 5,12:16,12:26,4,2,1350,27
5638,638,12638,NR04,New Delhi Junction 4,15:27,15:29,13,3,733,28
5639,639,12639,NC03,Prayagraj Junction 3,18:38,18:46,6,4,920,29
5640,640,12640,NE02,Gorakhpur Junction 2,21:49,21:58,11,5,1517,30
5641,641,12641,NF01,Guwahati Junction 1,00:00,00:15,4,6,1917,1
5642,642,12642,NF08,Guwahati Junction 8,03:11,03:21,6,7,2017,2
5643,643,12643,NW07,Jaipur Junction 7,06:22,06:33,4,1,384,3
5644,644,12644,SC06,Secunderabad Junction 6,09:33,09:44,12,2,100,4
5645,645,12645,SE05,Bilaspur Junction 5,12:44,12:54,9,3,2132,5
5646,646,12646,SE04,Kolkata Junction 4,15:55,15:07,14,4,74,6
5647,647,12647,SW03,Hubballi Junction 3,18:06,18:18,6,5,1217,7
5648,648,12648,SR02,Chennai Junction 2,21:17,21:31,14,6,496,8
5649,649,12649,WC01,Jabalpur Junction 1,00:28,00:33,12,7,1931,9
5650,650,12650,WC08,Jabalpur Junction 8,03:39,03:49,2,1,360,10
5651,651,12651,WR07,Mumbai Junction 7,06:50,06:02,12,2,1972,11
5652,652,12652,CR06,Mumbai Junction 6,09:01,09:10,7,3,246,12
5653,653,12653,ER05,Kolkata Junction 5,12:12,12:24,15,4,99,13
5654,654,12654,EC04,Hajipur Junction 4,15:23,15:31,6,5,1639,14
5655,655,12655,EC03,Bhubaneswar Junction 3,18:34,18:46,5,6,2094,15
5656,656,12656,NR02,New Delhi Junction 2,21:45,21:48,12,7,1630,16
