Route_ID,Train_ID,Source_Station,Destination_Station,Distance_KM,Zone,Route_Type,Number_of_Stations
1104,1104,SR06,WC03,1700,WR,Intercity,14
1105,1105,WC01,WC06,1093,CR,Intercity,14
1106,1106,WC04,WR01,313,ER,Regional,23
1107,1107,WC07,WR04,1451,ECR,Intercity,25
1108,1108,WR02,WR07,1646,ECoR,Intercity,14
1109,1109,WR05,CR02,739,NR,Intercity,9
1110,1110,WR08,CR05,2138,NCR,Intercity,5
1111,1111,CR03,CR08,1477,NER,Intercity,23
1112,1112,CR06,ER03,1272,NFR,Intercity,28
1113,1113,ER01,ER06,1183,NWR,Intercity,5
1114,1114,ER04,EC01,1559,SCR,Intercity,20
1115,1115,ER07,EC04,1847,SECR,Intercity,10
1116,1116,EC02,EC07,1330,SER,Intercity,10
1117,1117,EC05,EC02,1330,SWR,Intercity,26
1118,1118,EC08,EC05,1796,SR,Intercity,11
1119,1119,EC03,EC08,269,WCR,Regional,12
1120,1120,EC06,NR03,899,WR,Intercity,8
1121,1121,NR01,NR06,861,CR,Intercity,28
1122,1122,NR04,NC01,222,ER,Regional,28
1123,1123,NR07,NC04,723,ECR,Intercity,28
1124,1124,NC02,NC07,1775,ECoR,Intercity,10
1125,1125,NC05,NE02,130,NR,Regional,9
1126,1126,NC08,NE05,1688,NCR,Intercity,29
1127,1127,NE03,NE08,1184,NER,Intercity,20
1128,1128,NE06,NF03,1464,NFR,Intercity,11
1129,1129,NF01,NF06,1827,NWR,Intercity,6
1130,1130,NF04,NW01,205,SCR,Regional,25
1131,1131,NF07,NW04,2234,SECR,Intercity,25
1132,1132,NW02,NW07,590,SER,Intercity,5
1133,1133,NW05,SC02,380,SWR,Regional,17
1134,1134,NW08,SC05,1153,SR,Intercity,17
1135,1135,SC03,SC08,899,WCR,Intercity,17
1136,1136,SC06,SE03,707,WR,Intercity,14
1137,1137,SE01,SE06,521,CR,Intercity,13
1138,1138,SE04,SE01,1096,ER,Intercity,13
1139,1139,SE07,SE04,939,ECR,Intercity,28
1140,1140,SE02,SE07,228,ECoR,Regional,30
1141,1141,SE05,SW02,1525,NR,Intercity,7
1142,1142,SE08,SW05,1970,NCR,Intercity,23
1143,1143,SW03,SW08,714,NER,Intercity,19
1144,1144,SW06,SR03,1081,NFR,Intercity,11
1145,1145,SR01,SR06,2353,NWR,Intercity,9
1146,1146,SR04,WC01,817,SCR,Intercity,24
1147,1147,SR07,WC04,2016,SECR,Intercity,14
1148,1148,WC02,WC07,1372,SER,Intercity,8
1149,1149,WC05,WR02,1820,SWR,Intercity,30
1150,1150,WC08,WR05,127,SR,Regional,29
1151,1151,WR03,WR08,2123,WCR,Intercity,15
1152,1152,WR06,CR03,1011,WR,Intercity,16
1153,1153,CR01,CR06,369,CR,Regional,15
1154,1154,CR04,ER01,1355,ER,Intercity,9
1155,1155,CR07,ER04,847,ECR,Intercity,7
1156,1156,ER02,ER07,2263,ECoR,Intercity,12
1157,1157,ER05,EC02,529,NR,Intercity,15
1158,1158,ER08,EC05,1512,NCR,Intercity,9
1159,1159,EC03,EC08,1780,NER,Intercity,5
1160,1160,EC06,EC03,553,NFR,Intercity,29
1161,1161,EC01,EC06,368,NWR,Regional,27
1162,1162,EC04,NR01,426,SCR,Regional,12
1163,1163,EC07,NR04,1627,SECR,Intercity,20
1164,1164,NR02,NR07,213,SER,Regional,8
1165,1165,NR05,NC02,1501,SWR,Intercity,29
1166,1166,NR08,NC05,1317,SR,Intercity,26
1167,1167,NC03,NC08,846,WCR,Intercity,9
1168,1168,NC06,NE03,2062,WR,Intercity,10
1169,1169,NE01,NE06,1885,CR,Intercity,13
1170,1170,NE04,NF01,453,ER,Regional,7
1171,1171,NE07,NF04,472,ECR,Regional,14
1172,1172,NF02,NF07,1444,ECoR,Intercity,22
1173,1173,NF05,NW02,1273,NR,Intercity,23
1174,1174,NF08,NW05,1386,NCR,Intercity,5
1175,1175,NW03,NW08,1906,NER,Intercity,14
1176,1176,NW06,SC03,279,NFR,Regional,26
1177,1177,SC01,SC06,441,NWR,Regional,27
1178,1178,SC04,SE01,1970,SCR,Intercity,19
1179,1179,SC07,SE04,1806,SECR,Intercity,24
1180,1180,SE02,SE07,1932,SER,Intercity,11
1181,1181,SE05,SE02,2237,SWR,Intercity,27
1182,1182,SE08,SE05,423,SR,Regional,17
1183,1183,SE03,SE08,535,WCR,Intercity,22
1184,1184,SE06,SW03,107,WR,Regional,11
1185,1185,SW01,SW06,419,CR,Regional,9
1186,1186,SW04,SR01,313,ER,Regional,18
1187,1187,SW07,SR04,2230,ECR,Intercity,18
1188,1188,SR02,SR07,737,ECoR,Intercity,19
1189,1189,SR05,WC02,672,NR,Intercity,26
1190,1190,SR08,WC05,377,NCR,Regional,25
1191,1191,WC03,WC08,1009,NER,Intercity,12
1192,1192,WC06,WR03,1727,NFR,Intercity,17
1193,1193,WR01,WR06,484,NWR,Regional,7
1194,1194,WR04,CR01,310,SCR,Regional,25
1195,1195,WR07,CR04,1809,SECR,Intercity,8
1196,1196,CR02,CR07,1353,SER,Intercity,6
1197,1197,CR05,ER02,1482,SWR,Intercity,18
1198,1198,CR08,ER05,798,SR,Intercity,28
1199,1199,ER03,ER08,195,WCR,Regional,14
1200,1200,ER06,EC03,567,WR,Intercity,9
1201,1201,EC01,EC06,1516,CR,Intercity,9
1202,1202,EC04,EC01,648,ER,Intercity,26
1203,1203,EC07,EC04,1000,ECR,Intercity,22
1204,1204,EC02,EC07,336,ECoR,Regional,17
1205,1205,EC05,NR02,678,NR,Intercity,29
1206,1206,EC08,NR05,1848,NCR,Intercity,7
1207,1207,NR03,NR08,2113,NER,Intercity,21
1208,1208,NR06,NC03,292,NFR,Regional,14
1209,1209,NC01,NC06,1004,NWR,Intercity,11
1210,1210,NC04,NE01,1180,SCR,Intercity,28
1211,1211,NC07,NE04,1042,SECR,Intercity,29
1212,1212,NE02,NE07,2074,SER,Intercity,26
1213,1213,NE05,NF02,1168,SWR,Intercity,8
1214,1214,NE08,NF05,669,SR,Intercity,23
1215,1215,NF03,NF08,378,WCR,Regional,14
1216,1216,NF06,NW03,91,WR,Regional,14
1217,1217,NW01,NW06,2163,CR,Intercity,10
1218,1218,NW04,SC01,1854,ER,Intercity,20
1219,1219,NW07,SC04,568,ECR,Intercity,27
1220,1220,SC02,SC07,1570,ECoR,Intercity,11
1221,1221,SC05,SE02,559,NR,Intercity,18
1222,1222,SC08,SE05,1584,NCR,Intercity,21
1223,1223,SE03,SE08,2086,NER,Intercity,21
1224,1224,SE06,SE03,431,NFR,Regional,11
1225,1225,SE01,SE06,614,NWR,Intercity,5
1226,1226,SE04,SW01,647,SCR,Intercity,26
1227,1227,SE07,SW04,244,SECR,Regional,20
1228,1228,SW02,SW07,502,SER,Intercity,23
1229,1229,SW05,SR02,814,SWR,Intercity,18
1230,1230,SW08,SR05,1972,SR,Intercity,15
1231,1231,SR03,SR08,106,WCR,Regional,11
1232,1232,SR06,WC03,1497,WR,Intercity,22
1233,1233,WC01,WC06,633,CR,Intercity,26
1234,1234,WC04,WR01,1609,ER,Intercity,13
1235,1235,WC07,WR04,1331,ECR,Intercity,5
1236,1236,WR02,WR07,1132,ECoR,Intercity,9
1237,1237,WR05,CR02,986,NR,Intercity,20
1238,1238,WR08,CR05,2052,NCR,Intercity,11
1239,1239,CR03,CR08,2172,NER,Intercity,26
1240,1240,CR06,ER03,985,NFR,Intercity,12
1241,1241,ER01,ER06,2257,NWR,Intercity,17
1242,1242,ER04,EC01,2305,SCR,Intercity,10
1243,1243,ER07,EC04,218,SECR,Regional,16
1244,1244,EC02,EC07,1579,SER,Intercity,22
1245,1245,EC05,EC02,732,SWR,Intercity,25
1246,1246,EC08,EC05,1729,SR,Intercity,24
1247,1247,EC03,EC08,1182,WCR,Intercity,18
1248,1248,EC06,NR03,1642,WR,Intercity,16
1249,1249,NR01,NR06,1590,CR,Intercity,13
1250,1250,NR04,NC01,848,ER,Intercity,30
1251,1251,NR07,NC04,1665,ECR,Intercity,24
1252,1252,NC02,NC07,378,ECoR,Regional,28
1253,1253,NC05,NE02,368,NR,Regional,24
1254,1254,NC08,NE05,308,NCR,Regional,7
1255,1255,NE03,NE08,1253,NER,Intercity,11
1256,1256,NE06,NF03,211,NFR,Regional,16
1257,1257,NF01,NF06,117,NWR,Regional,13
1258,1258,NF04,NW01,2390,SCR,Intercity,28
1259,1259,NF07,NW04,1021,SECR,Intercity,17
1260,1260,NW02,NW07,1731,SER,Intercity,10
1261,1261,NW05,SC02,861,SWR,Intercity,20
1262,1262,NW08,SC05,900,SR,Intercity,14
1263,1263,SC03,SC08,1200,WCR,Intercity,8
1264,1264,SC06,SE03,212,WR,Regional,29
1265,1265,SE01,SE06,1881,CR,Intercity,29
1266,1266,SE04,SE01,410,ER,Regional,25
1267,1267,SE07,SE04,230,ECR,Regional,13
1268,1268,SE02,SE07,517,ECoR,Intercity,26
1269,1269,SE05,SW02,769,NR,Intercity,12
1270,1270,SE08,SW05,1728,NCR,Intercity,27
1271,1271,SW03,SW08,871,NER,Intercity,27
1272,1272,SW06,SR03,926,NFR,Intercity,9
1273,1273,SR01,SR06,1529,NWR,Intercity,13
1274,1274,SR04,WC01,1220,SCR,Intercity,23
1275,1275,SR07,WC04,2378,SECR,Intercity,11
1276,1276,WC02,WC07,2084,SER,Intercity,25
1277,1277,WC05,WR02,754,SWR,Intercity,22
1278,1278,WC08,WR05,1363,SR,Intercity,10
1279,1279,WR03,WR08,1843,WCR,Intercity,25
1280,1280,WR06,CR03,298,WR,Regional,6
1281,1281,CR01,CR06,1326,CR,Intercity,14
1282,1282,CR04,ER01,2206,ER,Intercity,9
1283,1283,CR07,ER04,2047,ECR,Intercity,5
1284,1284,ER02,ER07,225,ECoR,Regional,24
1285,1285,ER05,EC02,1534,NR,Intercity,8
1286,1286,ER08,EC05,1914,NCR,Intercity,23
1287,1287,EC03,EC08,2057,NER,Intercity,6
1288,1288,EC06,EC03,110,NFR,Regional,28
1289,1289,EC01,EC06,2018,NWR,Intercity,30
1290,1290,EC04,NR01,1843,SCR,Intercity,13
1291,1291,EC07,NR04,1908,SECR,Intercity,17
1292,1292,NR02,NR07,532,SER,Intercity,21
1293,1293,NR05,NC02,469,SWR,Regional,20
1294,1294,NR08,NC05,1282,SR,Intercity,5
1295,1295,NC03,NC08,115,WCR,Regional,30
1296,1296,NC06,NE03,740,WR,Intercity,29
1297,1297,NE01,NE06,1605,CR,Intercity,17
1298,1298,NE04,NF01,2212,ER,Intercity,19
1299,1299,NE07,NF04,2126,ECR,Intercity,9
1300,1300,NF02,NF07,1940,ECoR,Intercity,24
1301,1301,NF05,NW02,362,NR,Regional,18
1302,1302,NF08,NW05,708,NCR,Intercity,12
1303,1303,NW03,NW08,720,NER,Intercity,12
1304,1304,NW06,SC03,796,NFR,Intercity,7
1305,1305,SC01,SC06,90,NWR,Regional,25
1306,1306,SC04,SE01,246,SCR,Regional,6
1307,1307,SC07,SE04,228,SECR,Regional,19
1308,1308,SE02,SE07,1851,SER,Intercity,26
1309,1309,SE05,SE02,2256,SWR,Intercity,6
1310,1310,SE08,SE05,1568,SR,Intercity,8
1311,1311,SE03,SE08,1367,WCR,Intercity,24
1312,1312,SE06,SW03,1317,WR,Intercity,26
1313,1313,SW01,SW06,1553,CR,Intercity,7
1314,1314,SW04,SR01,719,ER,Intercity,11
1315,1315,SW07,SR04,2025,ECR,Intercity,20
1316,1316,SR02,SR07,1056,ECoR,Intercity,19
1317,1317,SR05,WC02,1154,NR,Intercity,18
1318,1318,SR08,WC05,1423,NCR,Intercity,11
1319,1319,WC03,WC08,103,NER,Regional,19
1320,1320,WC06,WR03,1232,NFR,Intercity,6
1321,1321,WR01,WR06,394,NWR,Regional,27
1322,1322,WR04,CR01,673,SCR,Intercity,19
1323,1323,WR07,CR04,858,SECR,Intercity,14
1324,1324,CR02,CR07,139,SER,Regional,14
1325,1325,CR05,ER02,349,SWR,Regional,14
1326,1326,CR08,ER05,1346,SR,Intercity,16
1327,1327,ER03,ER08,1206,WCR,Intercity,10
1328,1328,ER06,EC03,316,WR,Regional,20
1329,1329,EC01,EC06,838,CR,Intercity,9
1330,1330,EC04,EC01,1721,ER,Intercity,13
1331,1331,EC07,EC04,544,ECR,Intercity,27
1332,1332,EC02,EC07,2049,ECoR,Intercity,19
1333,1333,EC05,NR02,236,NR,Regional,28
1334,1334,EC08,NR05,140,NCR,Regional,22
1335,1335,NR03,NR08,514,NER,Intercity,25
1336,1336,NR06,NC03,2128,NFR,Intercity,7
1337,1337,NC01,NC06,515,NWR,Intercity,18
1338,1338,NC04,NE01,445,SCR,Regional,14
1339,1339,NC07,NE04,1126,SECR,Intercity,5
1340,1340,NE02,NE07,1447,SER,Intercity,7
1341,1341,NE05,NF02,2145,SWR,Intercity,9
1342,1342,NE08,NF05,169,SR,Regional,5
1343,1343,NF03,NF08,775,WCR,Intercity,16
1344,1344,NF06,NW03,1195,WR,Intercity,6
1345,1345,NW01,NW06,2079,CR,Intercity,26
1346,1346,NW04,SC01,1437,ER,Intercity,20
1347,1347,NW07,SC04,1679,ECR,Intercity,30
1348,1348,SC02,SC07,1581,ECoR,Intercity,7
1349,1349,SC05,SE02,85,NR,Regional,7
1350,1350,SC08,SE05,2063,NCR,Intercity,27
1351,1351,SE03,SE08,1763,NER,Intercity,15
1352,1352,SE06,SE03,2203,NFR,Intercity,24
1353,1353,SE01,SE06,157,NWR,Regional,9
1354,1354,SE04,SW01,2219,SCR,Intercity,5
1355,1355,SE07,SW04,1383,SECR,Intercity,17
1356,1356,SW02,SW07,2271,SER,Intercity,19
1357,1357,SW05,SR02,2119,SWR,Intercity,7
1358,1358,SW08,SR05,2339,SR,Intercity,5
1359,1359,SR03,SR08,2082,WCR,Intercity,10
1360,1360,SR06,WC03,335,WR,Regional,7
1361,1361,WC01,WC06,2055,CR,Intercity,30
1362,1362,WC04,WR01,1294,ER,Intercity,30
1363,1363,WC07,WR04,1974,ECR,Intercity,5
1364,1364,WR02,WR07,663,ECoR,Intercity,16
1365,1365,WR05,CR02,1910,NR,Intercity,14
1366,1366,WR08,CR05,1265,NCR,Intercity,5
1367,1367,CR03,CR08,1512,NER,Intercity,22
1368,1368,CR06,ER03,1905,NFR,Intercity,27
1369,1369,ER01,ER06,737,NWR,Intercity,20
1370,1370,ER04,EC01,1608,SCR,Intercity,28
1371,1371,ER07,EC04,898,SECR,Intercity,21
1372,1372,EC02,EC07,2118,SER,Intercity,19
1373,1373,EC05,EC02,1767,SWR,Intercity,29
1374,1374,EC08,EC05,2364,SR,Intercity,23
1375,1375,EC03,EC08,430,WCR,Regional,24
1376,1376,EC06,NR03,827,WR,Intercity,25
1377,1377,NR01,NR06,812,CR,Intercity,5
1378,1378,NR04,NC01,173,ER,Regional,24
1379,1379,NR07,NC04,424,ECR,Regional,24
1380,1380,NC02,NC07,1835,ECoR,Intercity,17
1381,1381,NC05,NE02,166,NR,Regional,19
1382,1382,NC08,NE05,82,NCR,Regional,26
1383,1383,NE03,NE08,1551,NER,Intercity,8
1384,1384,NE06,NF03,2173,NFR,Intercity,18
1385,1385,NF01,NF06,677,NWR,Intercity,25
1386,1386,NF04,NW01,95,SCR,Regional,11
1387,1387,NF07,NW04,293,SECR,Regional,11
1388,1388,NW02,NW07,778,SER,Intercity,5
1389,1389,NW05,SC02,1972,SWR,Intercity,13
1390,1390,NW08,SC05,1361,SR,Intercity,14
1391,1391,SC03,SC08,1678,WCR,Intercity,29
1392,1392,SC06,SE03,2188,WR,Intercity,7
1393,1393,SE01,SE06,737,CR,Intercity,21
1394,1394,SE04,SE01,2024,ER,Intercity,6
1395,1395,SE07,SE04,541,ECR,Intercity,25
1396,1396,SE02,SE07,1811,ECoR,Intercity,17
1397,1397,SE05,SW02,762,NR,Intercity,16
1398,1398,SE08,SW05,2065,NCR,Intercity,29
1399,1399,SW03,SW08,1405,NER,Intercity,24
1400,1400,SW06,SR03,1839,NFR,Intercity,7
1401,1401,SR01,SR06,2169,NWR,Intercity,11
1402,1402,SR04,WC01,81,SCR,Regional,12
1403,1403,SR07,WC04,148,SECR,Regional,20
1404,1404,WC02,WC07,1959,SER,Intercity,26
1405,1405,WC05,WR02,1284,SWR,Intercity,21
1406,1406,WC08,WR05,2372,SR,Intercity,15
1407,1407,WR03,WR08,2149,WCR,Intercity,24
1408,1408,WR06,CR03,479,WR,Regional,24
1409,1409,CR01,CR06,1304,CR,Intercity,7
1410,1410,CR04,ER01,334,ER,Regional,19
1411,1411,CR07,ER04,2379,ECR,Intercity,23
1412,1412,ER02,ER07,436,ECoR,Regional,20
1413,1413,ER05,EC02,1204,NR,Intercity,11
1414,1414,ER08,EC05,1178,NCR,Intercity,9
1415,1415,EC03,EC08,771,NER,Intercity,12
1416,1416,EC06,EC03,1453,NFR,Intercity,14
1417,1417,EC01,EC06,872,NWR,Intercity,28
1418,1418,EC04,NR01,2135,SCR,Intercity,21
1419,1419,EC07,NR04,1595,SECR,Intercity,26
1420,1420,NR02,NR07,2394,SER,Intercity,5
1421,1421,NR05,NC02,1146,SWR,Intercity,25
1422,1422,NR08,NC05,878,SR,Intercity,9
1423,1423,NC03,NC08,171,WCR,Regional,19
1424,1424,NC06,NE03,2227,WR,Intercity,15
1425,1425,NE01,NE06,1290,CR,Intercity,27
1426,1426,NE04,NF01,2178,ER,Intercity,22
1427,1427,NE07,NF04,824,ECR,Intercity,16
1428,1428,NF02,NF07,1200,ECoR,Intercity,18
1429,1429,NF05,NW02,497,NR,Regional,23
1430,1430,NF08,NW05,792,NCR,Intercity,23
1431,1431,NW03,NW08,1467,NER,Intercity,19
1432,1432,NW06,SC03,675,NFR,Intercity,23
1433,1433,SC01,SC06,185,NWR,Regional,25
1434,1434,SC04,SE01,1011,SCR,Intercity,5
1435,1435,SC07,SE04,2167,SECR,Intercity,14
1436,1436,SE02,SE07,1203,SER,Intercity,28
1437,1437,SE05,SE02,1113,SWR,Intercity,13
1438,1438,SE08,SE05,1949,SR,Intercity,26
1439,1439,SE03,SE08,1183,WCR,Intercity,19
1440,1440,SE06,SW03,2128,WR,Intercity,12
1441,1441,SW01,SW06,1660,CR,Intercity,14
1442,1442,SW04,SR01,1242,ER,Intercity,17
1443,1443,SW07,SR04,1871,ECR,Intercity,8
1444,1444,SR02,SR07,651,ECoR,Intercity,13
1445,1445,SR05,WC02,907,NR,Intercity,22
1446,1446,SR08,WC05,1506,NCR,Intercity,28
1447,1447,WC03,WC08,1413,NER,Intercity,29
1448,1448,WC06,WR03,450,NFR,Regional,14
1449,1449,WR01,WR06,1255,NWR,Intercity,25
1450,1450,WR04,CR01,1126,SCR,Intercity,15
1451,1451,WR07,CR04,871,SECR,Intercity,25
1452,1452,CR02,CR07,1640,SER,Intercity,28
1453,1453,CR05,ER02,550,SWR,Intercity,16
1454,1454,CR08,ER05,1469,SR,Intercity,20
1455,1455,ER03,ER08,786,WCR,Intercity,27
1456,1456,ER06,EC03,582,WR,Intercity,8
1457,1457,EC01,EC06,1577,CR,Intercity,11
1458,1458,EC04,EC01,1972,ER,Intercity,21
1459,1459,EC07,EC04,1638,ECR,Intercity,9
1460,1460,EC02,EC07,983,ECoR,Intercity,25
1461,1461,EC05,NR02,1849,NR,Intercity,11
1462,1462,EC08,NR05,797,NCR,Intercity,13
1463,1463,NR03,NR08,2104,NER,Intercity,26
1464,1464,NR06,NC03,1047,NFR,Intercity,18
1465,1465,NC01,NC06,592,NWR,Intercity,25
1466,1466,NC04,NE01,2144,SCR,Intercity,21
1467,1467,NC07,NE04,660,SECR,Intercity,18
1468,1468,NE02,NE07,378,SER,Regional,18
1469,1469,NE05,NF02,2128,SWR,Intercity,25
1470,1470,NE08,NF05,767,SR,Intercity,30
1471,1471,NF03,NF08,1899,WCR,Intercity,5
1472,1472,NF06,NW03,1405,WR,Intercity,18
1473,1473,NW01,NW06,223,CR,Regional,25
1474,1474,NW04,SC01,1067,ER,Intercity,21
1475,1475,NW07,SC04,1845,ECR,Intercity,17
1476,1476,SC02,SC07,2289,ECoR,Intercity,25
1477,1477,SC05,SE02,1670,NR,Intercity,17
1478,1478,SC08,SE05,294,NCR,Regional,8
1479,1479,SE03,SE08,2378,NER,Intercity,12
1480,1480,SE06,SE03,189,NFR,Regional,6
1481,1481,SE01,SE06,1809,NWR,Intercity,23
1482,1482,SE04,SW01,1411,SCR,Intercity,30
1483,1483,SE07,SW04,267,SECR,Regional,14
1484,1484,SW02,SW07,1634,SER,Intercity,24
1485,1485,SW05,SR02,1741,SWR,Intercity,30
1486,1486,SW08,SR05,2382,SR,Intercity,15
1487,1487,SR03,SR08,2162,WCR,Intercity,27
1488,1488,SR06,WC03,1940,WR,Intercity,5
1489,1489,WC01,WC06,464,CR,Regional,22
1490,1490,WC04,WR01,2054,ER,Intercity,9
1491,1491,WC07,WR04,1885,ECR,Intercity,25
1492,1492,WR02,WR07,657,ECoR,Intercity,5
1493,1493,WR05,CR02,1342,NR,Intercity,26
1494,1494,WR08,CR05,1410,NCR,Intercity,15
1495,1495,CR03,CR08,1773,NER,Intercity,11
1496,1496,CR06,ER03,1761,NFR,Intercity,19
1497,1497,ER01,ER06,1577,NWR,Intercity,30
1498,1498,ER04,EC01,2067,SCR,Intercity,9
1499,1499,ER07,EC04,339,SECR,Regional,13
1500,1500,EC02,EC07,2113,SER,Intercity,21
1501,1501,EC05,EC02,2070,SWR,Intercity,7
1502,1502,EC08,EC05,1125,SR,Intercity,29
1503,1503,EC03,EC08,944,WCR,Intercity,18
1504,1504,EC06,NR03,725,WR,Intercity,30
1505,1505,NR01,NR06,430,CR,Regional,15
1506,1506,NR04,NC01,285,ER,Regional,26
1507,1507,NR07,NC04,1067,ECR,Intercity,13
1508,1508,NC02,NC07,861,ECoR,Intercity,16
1509,1509,NC05,NE02,1601,NR,Intercity,14
1510,1510,NC08,NE05,1659,NCR,Intercity,19
1511,1511,NE03,NE08,904,NER,Intercity,10
1512,1512,NE06,NF03,261,NFR,Regional,18
1513,1513,NF01,NF06,1612,NWR,Intercity,26
1514,1514,NF04,NW01,2244,SCR,Intercity,9
1515,1515,NF07,NW04,1676,SECR,Intercity,25
1516,1516,NW02,NW07,376,SER,Regional,27
1517,1517,NW05,SC02,111,SWR,Regional,5
1518,1518,NW08,SC05,134,SR,Regional,22
1519,1519,SC03,SC08,355,WCR,Regional,17
1520,1520,SC06,SE03,1885,WR,Intercity,21
1521,1521,SE01,SE06,384,CR,Regional,12
1522,1522,SE04,SE01,804,ER,Intercity,10
1523,1523,SE07,SE04,196,ECR,Regional,12
1524,1524,SE02,SE07,1540,ECoR,Intercity,8
1525,1525,SE05,SW02,2253,NR,Intercity,15
1526,1526,SE08,SW05,1388,NCR,Intercity,27
1527,1527,SW03,SW08,799,NER,Intercity,25
1528,1528,SW06,SR03,729,NFR,Intercity,9
1529,1529,SR01,SR06,1548,NWR,Intercity,19
1530,1530,SR04,WC01,1328,SCR,Intercity,6
1531,1531,SR07,WC04,932,SECR,Intercity,6
1532,1532,WC02,WC07,840,SER,Intercity,21
1533,1533,WC05,WR02,1504,SWR,Intercity,12
1534,1534,WC08,WR05,1039,SR,Intercity,23
1535,1535,WR03,WR08,262,WCR,Regional,9
1536,1536,WR06,CR03,172,WR,Regional,8
1537,1537,CR01,CR06,908,CR,Intercity,23
1538,1538,CR04,ER01,1594,ER,Intercity,10
1539,1539,CR07,ER04,2142,ECR,Intercity,6
1540,1540,ER02,ER07,1716,ECoR,Intercity,25
1541,1541,ER05,EC02,1307,NR,Intercity,23
1542,1542,ER08,EC05,930,NCR,Intercity,29
1543,1543,EC03,EC08,690,NER,Intercity,20
1544,1544,EC06,EC03,1095,NFR,Intercity,17
1545,1545,EC01,EC06,116,NWR,Regional,22
1546,1546,EC04,NR01,1648,SCR,Intercity,25
1547,1547,EC07,NR04,1367,SECR,Intercity,21
1548,1548,NR02,NR07,677,SER,Intercity,13
1549,1549,NR05,NC02,404,SWR,Regional,28
1550,1550,NR08,NC05,338,SR,Regional,23
1551,1551,NC03,NC08,1569,WCR,Intercity,27
1552,1552,NC06,NE03,2290,WR,Intercity,19
1553,1553,NE01,NE06,908,CR,Intercity,16
1554,1554,NE04,NF01,1733,ER,Intercity,26
1555,1555,NE07,NF04,606,ECR,Intercity,20
1556,1556,NF02,NF07,2050,ECoR,Intercity,25
1557,1557,NF05,NW02,1268,NR,Intercity,28
1558,1558,NF08,NW05,1276,NCR,Intercity,12
1559,1559,NW03,NW08,2283,NER,Intercity,10
1560,1560,NW06,SC03,1008,NFR,Intercity,8
1561,1561,SC01,SC06,1075,NWR,Intercity,20
1562,1562,SC04,SE01,1715,SCR,Intercity,25
1563,1563,SC07,SE04,1253,SECR,Intercity,30
1564,1564,SE02,SE07,2124,SER,Intercity,5
1565,1565,SE05,SE02,445,SWR,Regional,5
1566,1566,SE08,SE05,2087,SR,Intercity,22
1567,1567,SE03,SE08,493,WCR,Regional,12
1568,1568,SE06,SW03,1344,WR,Intercity,17
1569,1569,SW01,SW06,1215,CR,Intercity,7
1570,1570,SW04,SR01,882,ER,Intercity,6
1571,1571,SW07,SR04,810,ECR,Intercity,18
1572,1572,SR02,SR07,2002,ECoR,Intercity,22
1573,1573,SR05,WC02,1592,NR,Intercity,28
1574,1574,SR08,WC05,1263,NCR,Intercity,17
1575,1575,WC03,WC08,241,NER,Regional,21
1576,1576,WC06,WR03,1585,NFR,Intercity,27
1577,1577,WR01,WR06,914,NWR,Intercity,16
1578,1578,WR04,CR01,522,SCR,Intercity,10
1579,1579,WR07,CR04,574,SECR,Intercity,26
1580,1580,CR02,CR07,291,SER,Regional,5
1581,1581,CR05,ER02,344,SWR,Regional,12
1582,1582,CR08,ER05,2270,SR,Intercity,8
1583,1583,ER03,ER08,187,WCR,Regional,21
1584,1584,ER06,EC03,2276,WR,Intercity,12
1585,1585,EC01,EC06,866,CR,Intercity,13
1586,1586,EC04,EC01,1691,ER,Intercity,21
1587,1587,EC07,EC04,859,ECR,Intercity,12
1588,1588,EC02,EC07,446,ECoR,Regional,14
1589,1589,EC05,NR02,1539,NR,Intercity,17
1590,1590,EC08,NR05,1290,NCR,Intercity,8
1591,1591,NR03,NR08,1531,NER,Intercity,29
1592,1592,NR06,NC03,403,NFR,Regional,30
1593,1593,NC01,NC06,943,NWR,Intercity,23
1594,1594,NC04,NE01,1428,SCR,Intercity,7
1595,1595,NC07,NE04,586,SECR,Intercity,17
1596,1596,NE02,NE07,1162,SER,Intercity,14
1597,1597,NE05,NF02,2124,SWR,Intercity,9
1598,1598,NE08,NF05,267,SR,Regional,27
1599,1599,NF03,NF08,642,WCR,Intercity,15
1600,1600,NF06,NW03,1131,WR,Intercity,21
1601,1601,NW01,NW06,1578,CR,Intercity,22
1602,1602,NW04,SC01,2056,ER,Intercity,13
1603,1603,NW07,SC04,1394,ECR,Intercity,14
1604,1604,SC02,SC07,433,ECoR,Regional,30
1605,1605,SC05,SE02,743,NR,Intercity,26
1606,1606,SC08,SE05,2237,NCR,Intercity,18
1607,1607,SE03,SE08,667,NER,Intercity,18
1608,1608,SE06,SE03,1130,NFR,Intercity,5
1609,1609,SE01,SE06,2156,NWR,Intercity,10
1610,1610,SE04,SW01,810,SCR,Intercity,5
1611,1611,SE07,SW04,669,SECR,Intercity,25
1612,1612,SW02,SW07,1617,SER,Intercity,29
1613,1613,SW05,SR02,984,SWR,Intercity,9
1614,1614,SW08,SR05,1565,SR,Intercity,12
1615,1615,SR03,SR08,223,WCR,Regional,14
1616,1616,SR06,WC03,2044,WR,Intercity,26
1617,1617,WC01,WC06,2157,CR,Intercity,15
1618,1618,WC04,WR01,393,ER,Regional,6
1619,1619,WC07,WR04,1293,ECR,Intercity,20
1620,1620,WR02,WR07,694,ECoR,Intercity,8
